ODS_CODE,NAME,POSTCODE,POSTCODE_LATITUDE,POSTCODE_LONGITUDE,POSTCODE_DISTRICT,POSTCODE_COUNTY,GPAD_SYSTEMS,SYSTEM
D83003,WICKHAMBROOK SURGERY,CB8 8XU,52.171305,0.547518,E07000245,E10000029,TPP,TPP
D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,IP3 9BN,52.047633,1.185105,E07000202,E10000029,TPP,TPP
D83005,ANGEL HILL SURGERY,IP33 1LU,52.244217,0.71577,E07000245,E10000029,TPP,TPP
D83006,BILDESTON HEALTH CENTRE,IP7 7EX,52.104308,0.909575,E07000200,E10000029,TPP,TPP
D83007,IXWORTH SURGERY,IP31 2HD,52.303284,0.831316,E07000245,E10000029,TPP,TPP
D83008,BURLINGTON PRIMARY CARE,IP1 2EU,52.059037,1.14429,E07000202,E10000029,TPP,TPP
D83009,BECCLES MEDICAL CENTRE,NR34 9NX,52.453311,1.562913,E07000244,E10000029,TPP,TPP
D83010,LONGSHORE SURGERIES,NR33 7QA,52.420797,1.717867,E07000244,E10000029,TPP,TPP
D83011,BRIDGE ROAD SURGERY,NR32 3LJ,52.478098,1.715202,E07000244,E10000029,TPP,TPP
D83012,UNITY HEALTHCARE,CB9 8LU,52.076384,0.427047,E07000245,E10000029,TPP,TPP
D83013,THE GUILDHALL AND BARROW SURGERY,IP33 1ET,52.245411,0.715052,E07000245,E10000029,TPP,TPP
D83015,HOWARD HOUSE SURGERY,IP11 7DD,51.961504,1.349656,E07000244,E10000029,TPP/EVERGREENLIFE,TPP
D83016,VICTORIA ROAD SURGERY,NR33 9LU,52.471062,1.716406,E07000244,E10000029,TPP,TPP
D83017,NEEDHAM MARKET COUNTRY PRACTICE,IP6 8EZ,52.14621,1.053522,E07000203,E10000029,TPP,TPP
D83018,MARKET CROSS SURGERY,IP28 7EG,52.343523,0.510173,E07000245,E10000029,TPP,TPP
D83019,MENDLESHAM MEDICAL GROUP,IP14 5SQ,52.251697,1.081881,E07000203,E10000029,TPP,TPP
D83020,THE HOLBROOK AND SHOTLEY PRACTICE,IP9 2QS,51.983829,1.158345,E07000200,E10000029,TPP,TPP
D83021,HAVERHILL FAMILY PRACTICE,CB9 8HF,52.082534,0.434037,E07000245,E10000029,TPP,TPP
D83022,SOLE BAY H/C,IP18 6GY,52.336367,1.666489,E07000244,E10000029,TPP,TPP
D83023,HIGH STREET SURGERY,NR32 1JE,52.482123,1.756043,E07000244,E10000029,TPP,TPP
D83024,IVRY STREET MEDICAL PRACTICE,IP1 3QW,52.064021,1.148624,E07000202,E10000029,TPP,TPP
D83026,FRAMLINGHAM SURGERY,IP13 9HA,52.227196,1.334264,E07000244,E10000029,TPP,TPP
D83027,ORCHARD HOUSE SURGERY,CB8 8NU,52.24604,0.405882,E07000245,E10000029,TPP,TPP
D83028,LEISTON SURGERY,IP16 4ES,52.207729,1.575984,E07000244,E10000029,TPP,TPP
D83029,THE ROOKERY MEDICAL CENTRE,CB8 8NW,52.245174,0.405601,E07000245,E10000029,TPP,TPP
D83030,KIRKLEY MILL HEALTH CENTRE,NR33 0HF,52.467768,1.743538,E07000244,E10000029,TPP,TPP
D83033,BOTESDALE HEALTH CENTRE,IP22 1DW,52.344317,1.006061,E07000203,E10000029,EMIS,EMIS
D83034,BUNGAY MEDICAL CENTRE,NR35 1LP,52.449733,1.443001,E07000244,E10000029,TPP,TPP
D83035,CUTLERS HILL SURGERY,IP19 8SG,52.347634,1.50792,E07000244,E10000029,TPP,TPP
D83037,HADLEIGH HEALTH CENTRE,IP7 5DN,52.043018,0.952888,E07000200,E10000029,TPP,TPP
D83038,MOUNT FARM SURGERY,IP32 7EW,52.245213,0.742641,E07000245,E10000029,TPP,TPP
D83040,VICTORIA SURGERY,IP33 3BB,52.246159,0.704036,E07000245,E10000029,TPP,TPP
D83041,DEBENHAM GROUP PRACTICE,IP14 6QU,52.221975,1.18104,E07000203,E10000029,TPP/EVERGREENLIFE,TPP
D83043,EYE HEALTH CENTRE,IP23 7DD,52.322516,1.139787,E07000203,E10000029,TPP,TPP
D83044,STOWHEALTH,IP14 1NL,52.194685,0.990419,E07000203,E10000029,TPP/EVERGREENLIFE,TPP
D83045,LAKENHEATH SURGERY,IP27 9EP,52.411943,0.523423,E07000245,E10000029,TPP,TPP
D83046,TWO RIVERS MEDICAL CENTRE,IP4 5PB,52.060266,1.195518,E07000202,E10000029,TPP,TPP
D83047,ROSEDALE SURGERY,NR33 8LG,52.457212,1.706022,E07000244,E10000029,TPP,TPP
D83048,GROVE MEDICAL CENTRE,IP11 9GA,51.971789,1.350452,E07000244,E10000029,TPP,TPP
D83049,LITTLE ST JOHN STREET SURGERY,IP12 1EE,52.094049,1.319396,E07000244,E10000029,TPP,TPP
D83050,CARDINAL MEDICAL PRACTICE,IP1 5EN,52.071918,1.131038,E07000202,E10000029,TPP/EVERGREENLIFE,TPP
D83051,THE DERBY ROAD PRACTICE,IP3 8DN,52.049141,1.181551,E07000202,E10000029,TPP/EVERGREENLIFE,TPP
D83053,SAXMUNDHAM HEALTH CENTRE,IP17 1DY,52.218262,1.491924,E07000244,E10000029,TPP,TPP
D83054,THE PENINSULA PRACTICE,IP12 3DA,52.024215,1.416907,E07000244,E10000029,TPP,TPP
D83055,WOOLPIT HEALTH CENTRE,IP30 9QU,52.223544,0.892752,E07000203,E10000029,EMIS,EMIS
D83056,HAWTHORN DRIVE SURGERY,IP2 0QQ,52.046409,1.12199,E07000202,E10000029,TPP,TPP
D83057,FRAMFIELD HOUSE SURGERY,IP12 4FD,52.090208,1.308204,E07000244,E10000029,TPP,TPP
D83059,BARRACK LANE MEDICAL CENTRE,IP1 3NQ,52.060394,1.146341,E07000202,E10000029,TPP,TPP
D83060,HARDWICKE HOUSE GROUP PRACTICE,CO10 2AY,52.038231,0.725824,E07000200,E10000029,EMIS,EMIS
D83061,WICKHAM MARKET MEDICAL CENTRE,IP13 0SB,52.151859,1.363704,E07000244,E10000029,TPP,TPP
D83062,FOREST SURGERY,IP27 0BU,52.445945,0.624128,E07000245,E10000029,TPP,TPP
D83067,OAKFIELD SURGERY,CB8 7JG,52.250908,0.400021,E07000245,E10000029,TPP/EVERGREENLIFE,TPP
D83069,FRESSINGFIELD MEDICAL CENTRE,IP21 5PJ,52.347139,1.311066,E07000203,E10000029,TPP,TPP
D83070,STANTON SURGERY,IP31 2XA,52.325284,0.882844,E07000245,E10000029,TPP,TPP
D83073,DR SOLWAY AND DR ROY PRACTICE,IP4 2PZ,52.057356,1.16238,E07000202,E10000029,TPP,TPP
D83074,ORCHARD MEDICAL PRACTICE,IP4 2PZ,52.057356,1.16238,E07000202,E10000029,TPP,TPP
D83075,SIAM SURGERY,CO10 2DZ,52.04873,0.748896,E07000200,E10000029,TPP,TPP
D83076,CLARE GUILDHALL SURGERY,CO10 8NY,52.078259,0.580469,E07000245,E10000029,TPP,TPP
D83078,THE REYNARD SURGERY,IP28 8JZ,52.305725,0.487805,E07000245,E10000029,TPP,TPP
D83079,COMBS FORD SURGERY,IP14 2SY,52.18026,0.996034,E07000203,E10000029,TPP/EVERGREENLIFE,TPP
D83080,MARTLESHAM SURGERY,IP5 3SL,52.061329,1.272097,E07000244,E10000029,TPP,TPP
D83081,HAVEN HEALTH,IP11 2XD,51.965374,1.327069,E07000244,E10000029,TPP/EVERGREENLIFE,TPP
D83084,EMBRACE MEDICAL CENTRE,IP5 1JF,52.062208,1.236033,E07000244,E10000029,TPP,TPP
D83608,ANDAMAN SURGERY,NR33 9DF,52.456941,1.715511,E07000244,E10000029,TPP,TPP
D83610,SWAN SURGERY,IP33 1AE,52.248776,0.717308,E07000245,E10000029,TPP,TPP
E81002,GREENSAND SURGERY (AMPTHILL),MK45 2SB,52.026203,-0.493253,E06000056,E99999999,TPP,TPP
E81003,DR JL HENDERSON & PARTNERS,LU7 1AR,51.918503,-0.664602,E06000056,E99999999,TPP,TPP
E81004,SALISBURY HOUSE SURGERY,LU7 1RS,51.916304,-0.660203,E06000056,E99999999,TPP,TPP
E81005,BELL HOUSE MEDICAL CENTRE,LU1 1BW,51.884263,-0.427402,E06000032,E99999999,TPP,TPP
E81006,STOPSLEY VILLAGE PRACTICE,LU2 9AU,51.90114,-0.394123,E06000032,E99999999,TPP,TPP
E81007,HARROLD MEDICAL PRACTICE,MK43 7DX,52.202561,-0.605217,E06000055,E99999999,TPP,TPP
E81008,WHEATFIELD SURGERY,LU4 0SY,51.903347,-0.498644,E06000032,E99999999,TPP,TPP
E81009,WEST STREET SURGERY,LU6 1SF,51.884646,-0.525828,E06000056,E99999999,TPP,TPP
E81010,DR WHM MATTA'S PRACTICE,LU4 9QZ,51.902027,-0.457712,E06000032,E99999999,TPP,TPP
E81012,GREENSANDS (POTTON),SG19 2QS,52.127358,-0.212695,E06000056,E99999999,TPP,TPP
E81013,CASTLE MEDICAL GROUP PRACTICE,LU1 3AG,51.875445,-0.415594,E06000032,E99999999,TPP,TPP
E81014,PRIORY GARDENS SURGERY,LU5 4JD,51.892056,-0.522302,E06000056,E99999999,TPP,TPP
E81015,FLITWICK SURGERY,MK45 1DW,52.005174,-0.492749,E06000056,E99999999,TPP,TPP
E81016,LISTER HOUSE SURGERY,LU4 8DG,51.891939,-0.451577,E06000032,E99999999,TPP,TPP
E81018,WOODLAND AVENUE PRACTICE,LU3 1RW,51.89502,-0.436443,E06000032,E99999999,TPP,TPP
E81019,LONDON ROAD HEALTH CENTRE,MK42 0NT,52.126706,-0.459569,E06000055,E99999999,TPP,TPP
E81021,QUEENS PARK HEALTH CENTRE,MK40 4HR,52.133163,-0.493054,E06000055,E99999999,TPP,TPP
E81022,LARKSFIELD AND ARLESEY MEDICAL PRACTICE,SG5 4HB,52.017142,-0.235087,E06000056,E99999999,TPP,TPP
E81024,SHARNBROOK SURGERY,MK44 1PZ,52.227187,-0.530302,E06000055,E99999999,TPP,TPP
E81025,THE OAKLEY SURGERY,LU4 9FJ,51.899506,-0.466462,E06000032,E99999999,TPP,TPP
E81026,LARKSIDE PRACTICE,LU2 9SB,51.892339,-0.36944,E06000032,E99999999,TPP,TPP
E81027,HOUGHTON REGIS MEDICAL CENTRE,LU5 5EZ,51.905797,-0.518842,E06000056,E99999999,TPP,TPP
E81028,THE BLENHEIM MEDICAL CENTRE,LU3 1HA,51.892422,-0.427713,E06000032,E99999999,TPP,TPP
E81029,PUTNOE MEDICAL CENTRE PARTNERSHIP,MK41 9JE,52.147951,-0.438272,E06000055,E99999999,TPP,TPP
E81030,CAULDWELL MEDICAL CENTRE,MK42 9DJ,52.128277,-0.472474,E06000055,E99999999,TPP,TPP
E81031,GREAT BARFORD SURGERY,MK44 3HX,52.156183,-0.351428,E06000055,E99999999,TPP,TPP
E81032,LEA VALE MEDICAL PRACTICE,LU1 1HH,51.881632,-0.423004,E06000032,E99999999,TPP,TPP
E81033,SHEFFORD HEALTH CENTRE,SG17 5FS,52.034798,-0.321619,E06000056,E99999999,TPP,TPP
E81034,TODDINGTON MEDICAL CENTRE,LU5 6DE,51.945783,-0.530373,E06000056,E99999999,TPP,TPP
E81035,SANDY HEALTH CENTRE,SG19 1JQ,52.130019,-0.287174,E06000056,E99999999,TPP,TPP
E81036,IVEL MEDICAL CENTRE,SG18 0RA,52.088595,-0.259537,E06000056,E99999999,TPP,TPP
E81037,THE DE PARYS GROUP,MK40 2NT,52.141696,-0.459652,E06000055,E99999999,TPP,TPP
E81038,KING STREET SURGERY,MK42 8QD,52.11869,-0.495441,E06000055,E99999999,TPP,TPP
E81040,SUNDON MEDICAL CENTRE,LU3 3AH,51.914918,-0.469222,E06000032,E99999999,TPP,TPP
E81041,GARDENIA PRACTICE,LU3 2NS,51.900877,-0.446196,E06000032,E99999999,TPP,TPP
E81043,MARSTON FOREST HEALTHCARE,MK43 0LA,52.063868,-0.547641,E06000056,E99999999,TPP,TPP
E81044,LEIGHTON ROAD SURGERY,LU7 1LB,51.915789,-0.667925,E06000056,E99999999,TPP,TPP
E81045,KINGSBURY COURT SURGERY,LU5 4RS,51.886851,-0.518099,E06000056,E99999999,TPP,TPP
E81046,DR A SULAKSHANA & PARTNERS,MK45 4TA,51.964178,-0.424489,E06000056,E99999999,TPP,TPP
E81047,GOLDINGTON AVENUE SURGERY,MK40 3DB,52.143524,-0.455774,E06000055,E99999999,TPP,TPP
E81048,BUTE HOUSE MEDICAL CENTRE,LU1 1RW,51.88017,-0.423941,E06000032,E99999999,TPP,TPP
E81049,PRIORY MEDICAL CENTRE,MK41 6GA,52.167193,-0.505622,E06000055,E99999999,TPP,TPP
E81050,ASPLANDS MEDICAL CENTRE,MK17 8QP,52.012627,-0.649798,E06000042,E99999999,TPP,TPP
E81052,KIRBY ROAD SURGERY,LU6 3JH,51.883236,-0.526615,E06000056,E99999999,TPP,TPP
E81057,SAFFRON HEALTH PARTNERSHIP,SG18 8DJ,52.084136,-0.264512,E06000056,E99999999,TPP,TPP
E81060,LINDEN ROAD SURGERY,MK40 2DQ,52.143631,-0.479197,E06000055,E99999999,TPP,TPP
E81061,DR CARRAGHER AND NEAL AND AKHTAR,SG16 6JJ,52.006612,-0.311745,E06000056,E99999999,TPP,TPP
E81063,CONWAY MEDICAL CENTRE,LU4 8BY,51.88973,-0.441597,E06000032,E99999999,TPP,TPP
E81069,CADDINGTON SURGERY,LU1 4EE,51.86451,-0.458155,E06000056,E99999999,TPP,TPP
E81073,THE MEDICI MEDICAL PRACTICE,LU1 3UA,51.874502,-0.418358,E06000032,E99999999,TPP,TPP
E81074,HOUGHTON CLOSE SURGERY,MK45 2TG,52.025926,-0.492679,E06000056,E99999999,TPP,TPP
E81076,DR DV SHAH'S PRACTICE,LU4 0PF,51.901415,-0.486775,E06000032,E99999999,TPP,TPP
E81612,DRS MIRZA SUKHANI & PARTNERS,LU4 9NN,51.904901,-0.47199,E06000032,E99999999,TPP,TPP
E81615,ASHBURNHAM ROAD SURGERY,MK40 1DS,52.13602,-0.47817,E06000055,E99999999,TPP,TPP
E81617,DR PS BATH'S PRACTICE,LU2 9AU,51.90114,-0.394123,E06000032,E99999999,TPP,TPP
E81631,MALZEARD ROAD PRACTICE,LU3 1BD,51.887976,-0.424671,E06000032,E99999999,TPP,TPP
E81632,BARTON HILLS MEDICAL GROUP,LU3 4AD,51.920011,-0.438045,E06000032,E99999999,TPP,TPP
E81633,NEVILLE ROAD SURGERY,LU3 2JG,51.906428,-0.44301,E06000032,E99999999,TPP,TPP
E81635,EASTGATE SURGERY,LU5 4RU,51.886118,-0.519881,E06000056,E99999999,TPP,TPP
E82001,ROTHSCHILD HOUSE GROUP,HP23 6PU,51.790817,-0.668927,E07000096,E10000015,EMIS,EMIS
E82002,WRAFTON HOUSE SURGERY,AL10 0BS,51.766269,-0.227021,E07000241,E10000015,EMIS,EMIS
E82004,HATFIELD ROAD SURGERY,AL1 3FY,51.747468,-0.326496,E07000240,E10000015,EMIS,EMIS
E82005,STANMORE MEDICAL GROUP,SG1 3QA,51.913281,-0.204589,E07000243,E10000015,TPP,TPP
E82006,THE LIMES SURGERY,EN11 8EP,51.759392,-0.010859,E07000095,E10000015,TPP,TPP
E82007,HANSCOMBE HOUSE SURGERY,SG14 1JA,51.796729,-0.082307,E07000242,E10000015,TPP,TPP
E82008,THE NEVELLS ROAD SURGERY,SG6 4TS,51.980882,-0.22942,E07000099,E10000015,TPP,TPP
E82009,LINCOLN HOUSE SURGERY,HP3 9SQ,51.737436,-0.469105,E07000096,E10000015,EMIS,EMIS
E82012,FAIRBROOK MEDICAL CENTRE,WD6 1PR,51.659781,-0.272155,E07000098,E10000015,EMIS,EMIS
E82013,BRIDGEWATER SURGERIES,WD18 7QR,51.651312,-0.422368,E07000103,E10000015,TPP,TPP
E82014,"LODGE,HIGHFIELD & REDBOURN",AL3 5NP,51.759812,-0.341544,E07000240,E10000015,EMIS,EMIS
E82015,SUTHERGREY HOUSE MEDICAL CENTRE,WD17 1LS,51.66076,-0.400221,E07000103,E10000015,EMIS,EMIS
E82017,GARSTON MEDICAL CENTRE,WD25 9GP,51.682357,-0.39091,E07000103,E10000015,EMIS,EMIS
E82018,LISTER HOUSE SURGERY,AL10 0NL,51.76458,-0.227102,E07000241,E10000015,TPP,TPP
E82019,BRIDGE COTTAGE SURGERY,AL6 9EF,51.830009,-0.215971,E07000241,E10000015,TPP,TPP
E82020,CONSULTING ROOMS,WD19 7RU,51.62575,-0.390185,E07000102,E10000015,EMIS,EMIS
E82021,MUCH HADHAM HEALTH CENTRE,SG10 6DE,51.848734,0.070828,E07000242,E10000015,EMIS,EMIS
E82022,FERNVILLE SURGERY,HP2 5BL,51.754646,-0.471811,E07000096,E10000015,EMIS,EMIS
E82023,BURVILL HOUSE SURGERY,AL10 8HP,51.761308,-0.227187,E07000241,E10000015,EMIS,EMIS
E82024,LEA WHARF MEDICAL,SG14 1BN,51.797453,-0.077099,E07000242,E10000015,TPP,TPP
E82027,PARKFIELD MEDICAL CENTRE,EN6 1QH,51.695133,-0.179564,E07000098,E10000015,EMIS,EMIS
E82031,MALTINGS SURGERY,AL1 3JB,51.751856,-0.337895,E07000240,E10000015,EMIS,EMIS
E82032,BENNETTS END SURGERY,HP3 9LY,51.740935,-0.449954,E07000096,E10000015,EMIS,EMIS
E82035,KNEBWORTH & MARYMEAD PRACTICE,SG3 6ER,51.865785,-0.18054,E07000099,E10000015,TPP,TPP
E82037,VILLAGE SURGERY,AL5 2BT,51.814184,-0.357349,E07000240,E10000015,EMIS,EMIS
E82038,THE BUNTINGFORD & PUCKERIDGE MED PRAC.,SG11 1TF,51.888296,0.019374,E07000242,E10000015,TPP,TPP
E82040,PEARTREE LANE SURGERY,AL7 3UJ,51.797048,-0.197955,E07000241,E10000015,TPP,TPP
E82041,THE GARDEN CITY PRACTICE,AL8 6EH,51.797158,-0.209262,E07000241,E10000015,TPP,TPP
E82042,ABBEY ROAD SURGERY,EN8 7LJ,51.68442,-0.030076,E07000095,E10000015,TPP,TPP
E82043,SCHOPWICK SURGERY,WD6 3BJ,51.645366,-0.299269,E07000098,E10000015,EMIS,EMIS
E82044,THE PORTMILL SURGERY,SG4 9TH,51.948822,-0.274688,E07000099,E10000015,TPP,TPP
E82045,WATFORD HEALTH CENTRE,WD18 0JP,51.656689,-0.401058,E07000103,E10000015,EMIS,EMIS
E82046,VINE HOUSE HEALTH CENTRE,WD5 0AL,51.704845,-0.418581,E07000102,E10000015,EMIS,EMIS
E82050,GROVE HILL MEDICAL CENTRE,HP2 6AD,51.772315,-0.457358,E07000096,E10000015,EMIS,EMIS
E82051,EVEREST HOUSE SURGERY,HP2 4HY,51.755442,-0.448849,E07000096,E10000015,EMIS,EMIS
E82053,BANCROFT MEDICAL CENTRE,SG5 1LH,51.951536,-0.277014,E07000099,E10000015,TPP,TPP
E82055,MIDWAY SURGERY,AL2 3JX,51.733858,-0.355398,E07000240,E10000015,EMIS,EMIS
E82056,SHEPHALL HEALTH CENTRE,SG2 9QZ,51.890799,-0.167642,E07000243,E10000015,TPP,TPP
E82058,POTTERELLS MEDICAL CENTRE,AL9 7SN,51.726926,-0.20858,E07000241,E10000015,TPP,TPP
E82059,GRANGE STREET SURGERY,AL3 5NF,51.757304,-0.335855,E07000240,E10000015,EMIS,EMIS
E82060,PARKBURY HOUSE SURGERY,AL1 3HD,51.756605,-0.334142,E07000240,E10000015,EMIS,EMIS
E82061,AMWELL SURGERY,EN11 8FG,51.75991,-0.013286,E07000095,E10000015,TPP,TPP
E82062,HALL GROVE GROUP PRACTICE,AL7 4PL,51.789327,-0.181775,E07000241,E10000015,EMIS,EMIS
E82063,THE MAPLES,EN10 6FD,51.723263,-0.030299,E07000095,E10000015,TPP,TPP
E82066,HAVERFIELD SURGERY,WD4 9HA,51.712515,-0.452345,E07000096,E10000015,EMIS,EMIS
E82067,CHURCH STREET PARTNERSHIP,CM23 2LY,51.870231,0.158597,E07000242,E10000015,TPP,TPP
E82068,GADE AND CHORLEYWOOD HEALTH CENTRES,WD3 7DJ,51.636739,-0.481385,E07000102,E10000015,EMIS,EMIS
E82069,THE ELMS SURGERY,WD17 4NT,51.661642,-0.404224,E07000103,E10000015,EMIS,EMIS
E82070,WOODHALL FARM MEDICAL CTR,HP2 7RJ,51.780757,-0.437485,E07000096,E10000015,EMIS,EMIS
E82071,ELMS MEDICAL PRACTICE,AL5 4QA,51.818902,-0.351983,E07000240,E10000015,EMIS,EMIS
E82073,MANOR VIEW PRACTICE,WD23 2NN,51.645993,-0.374565,E07000098,E10000015,EMIS,EMIS
E82074,SOUTH STREET SURGERY,CM23 3AP,51.866769,0.161031,E07000242,E10000015,TPP,TPP
E82075,REGAL CHAMBERS SURGERY,SG5 1LL,51.952833,-0.275902,E07000099,E10000015,TPP,TPP
E82077,DAVENPORT HOUSE SURGERY,AL5 4HX,51.816177,-0.354549,E07000240,E10000015,EMIS,EMIS
E82078,HIGHVIEW MEDICAL CENTRE,EN6 5DA,51.69853,-0.174232,E07000098,E10000015,EMIS,EMIS
E82079,CROMWELL MEDICAL CENTRE,EN7 5DL,51.701956,-0.050052,E07000095,E10000015,TPP,TPP
E82081,CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,EN6 4JA,51.708174,-0.113082,E07000241,E10000015,TPP,TPP
E82082,THE BIRCHWOOD AND SOLLERSHOTT SURGERIES,SG6 4UB,51.982498,-0.225089,E07000099,E10000015,TPP,TPP
E82083,THE COLNE PRACTICE,WD3 7DJ,51.636739,-0.481385,E07000102,E10000015,EMIS,EMIS
E82084,HARVEY GROUP PRACTICE,AL3 5HB,51.754154,-0.340129,E07000240,E10000015,EMIS,EMIS
E82085,THE RED HOUSE GROUP,WD7 7JQ,51.682735,-0.317123,E07000098,E10000015,EMIS,EMIS
E82086,KING GEORGE & MANOR HOUSE SURGERIES,SG1 3HT,51.907423,-0.206073,E07000243,E10000015,TPP,TPP
E82088,HAILEY VIEW SURGERY,EN11 9FF,51.77685,-0.015831,E07000095,E10000015,TPP,TPP
E82090,PARK LANE SURGERY,EN10 7NQ,51.746519,-0.021219,E07000095,E10000015,TPP,TPP
E82091,PARKWOOD SURGERY,HP1 2LD,51.755992,-0.495947,E07000096,E10000015,EMIS,EMIS
E82092,DOLPHIN HOUSE SURGERY,SG12 9HJ,51.810798,-0.029863,E07000242,E10000015,TPP,TPP
E82093,BEDWELL MEDICAL CENTRE,SG1 1LQ,51.904203,-0.183087,E07000243,E10000015,TPP,TPP
E82094,THE MANOR STREET SURGERY,HP4 2DL,51.759775,-0.558924,E07000096,E10000015,EMIS,EMIS
E82096,SHEEPCOT MEDICAL CENTRE,WD25 7NL,51.695192,-0.412898,E07000102,E10000015,EMIS,EMIS
E82098,ANNANDALE MEDICAL CENTRE,EN6 5DA,51.69853,-0.174232,E07000098,E10000015,EMIS,EMIS
E82099,THE BALDOCK SURGERY,SG7 6BP,51.985442,-0.184051,E07000099,E10000015,TPP,TPP
E82100,CENTRAL SURGERY,CM21 9AQ,51.812553,0.147773,E07000242,E10000015,TPP,TPP
E82102,NEW RIVER HEALTH,SG12 9EF,51.812561,-0.033631,E07000242,E10000015,TPP,TPP
E82105,ABBOTSWOOD MEDICAL CENTRE,WD5 0BT,51.700932,-0.403841,E07000102,E10000015,EMIS,EMIS
E82106,NEW ROAD SURGERY,WD3 3HD,51.648036,-0.447126,E07000102,E10000015,EMIS,EMIS
E82107,SUMMERFIELD HEALTH CENTRE,AL2 1PU,51.722849,-0.299636,E07000240,E10000015,EMIS,EMIS
E82111,THE SYMONDS GREEN HEALTH CENTRE,SG1 2JW,51.913063,-0.221638,E07000243,E10000015,TPP,TPP
E82113,VERULAM MEDICAL GROUP,AL2 1ES,51.724891,-0.302195,E07000240,E10000015,EMIS,EMIS
E82115,STOCKWELL LODGE MED.CTR.,EN7 6HL,51.713796,-0.055262,E07000095,E10000015,TPP,TPP
E82117,THE GROVE MEDICAL CENTRE,WD6 4PR,51.65656,-0.27754,E07000098,E10000015,EMIS,EMIS
E82121,WATTON PLACE CLINIC,SG14 3SY,51.859307,-0.115752,E07000242,E10000015,TPP,TPP
E82123,WARDEN LODGE MEDICAL PRACTICE,EN8 8NW,51.7001,-0.035805,E07000095,E10000015,TPP,TPP
E82124,ATTENBOROUGH SURGERY,WD23 2NN,51.645993,-0.374565,E07000098,E10000015,EMIS,EMIS
E82129,KINGS LANGLEY SURGERY,WD4 8ET,51.713236,-0.448354,E07000096,E10000015,EMIS,EMIS
E82132,ROYSIA SURGERY,SG8 5PT,52.058519,-0.021504,E07000099,E10000015,TPP,TPP
E82133,HIGH STREET SURGERY,EN8 0BX,51.708553,-0.037379,E07000095,E10000015,TPP,TPP
E82626,WHITWELL SURGERY,SG4 8AG,51.875845,-0.279009,E07000099,E10000015,TPP,TPP
E82638,STANHOPE SURGERY,EN8 7DJ,51.688005,-0.032047,E07000095,E10000015,TPP,TPP
E82643,ARCHWAY SURGERY,HP3 0HJ,51.722756,-0.532145,E07000096,E10000015,EMIS,EMIS
E82652,GOSSOMS END SURGERY,HP4 1DL,51.764102,-0.577581,E07000096,E10000015,EMIS,EMIS
E82654,HELIX MEDICAL CENTRE,CM23 5JH,51.865489,0.174347,E07000242,E10000015,TPP,TPP
E82655,SOUTH OXHEY SURGERY,WD19 7SF,51.62575,-0.390185,E07000102,E10000015,EMIS,EMIS
E82657,LITTLE BUSHEY SURGERY,WD23 1EZ,51.634683,-0.343887,E07000098,E10000015,EMIS,EMIS
E82661,THE GARDEN CITY SURGERY,SG6 3BJ,51.980416,-0.225317,E07000099,E10000015,TPP,TPP
E83003,OAKLEIGH ROAD HEALTH CENTRE,N20 0DH,51.625218,-0.158841,E09000003,E99999999,EMIS,EMIS
E83005,LICHFIELD GROVE SURGERY,N3 2JP,51.599567,-0.193219,E09000003,E99999999,EMIS,EMIS
E83006,GREENFIELD MEDICAL CENTRE,NW2 1HS,51.561018,-0.205699,E09000003,E99999999,EMIS,EMIS
E83007,SQUIRES LANE MEDICAL PRACTICE,N3 2AU,51.602494,-0.174952,E09000003,E99999999,EMIS,EMIS
E83008,HEATHFIELDE MEDICAL CENTRE,N2 0EQ,51.58524,-0.179772,E09000003,E99999999,EMIS,EMIS
E83009,PHGH DOCTORS,NW11 7TE,51.581104,-0.197821,E09000003,E99999999,EMIS,EMIS
E83010,THE SPEEDWELL PRACTICE,N12 9SS,51.617033,-0.175438,E09000003,E99999999,EMIS,EMIS
E83011,THE EVERGLADE MEDICAL PRACTICE,NW9 5XT,51.601581,-0.244185,E09000003,E99999999,EMIS,EMIS
E83012,THE OLD COURT HOUSE SURGERY,EN5 4BB,51.652902,-0.201566,E09000003,E99999999,EMIS,EMIS
E83013,CORNWALL HOUSE SURGERY,N12 9SS,51.617033,-0.175438,E09000003,E99999999,EMIS,EMIS
E83016,MILLWAY MEDICAL PRACTICE,NW7 2HX,51.614988,-0.243567,E09000003,E99999999,EMIS,EMIS
E83017,LONGROVE SURGERY,EN5 2ED,51.648831,-0.194702,E09000003,E99999999,EMIS,EMIS
E83018,WATLING MEDICAL CENTRE,HA8 0NR,51.603293,-0.261997,E09000003,E99999999,EMIS,EMIS
E83020,ST. GEORGES MEDICAL CENTRE,NW4 4QR,51.592732,-0.226161,E09000003,E99999999,EMIS,EMIS
E83021,TORRINGTON PARK GROUP PRACTICE,N12 9SS,51.617033,-0.175438,E09000003,E99999999,EMIS,EMIS
E83024,ST ANDREWS MEDICAL PRACTICE.,N20 9EX,51.630141,-0.172354,E09000003,E99999999,EMIS,EMIS
E83025,PENNINE DRIVE PRACTICE,NW2 1PA,51.568512,-0.208795,E09000003,E99999999,EMIS,EMIS
E83026,SUPREME MEDICAL CENTRE,N3 2JX,51.599456,-0.195361,E09000003,E99999999,EMIS,EMIS
